Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
CHICAGO PARK DISTRICT,2800 S. SACRAMENTO,CHICAGO,IL,60623,COOK,ILD051053692,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506225,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001804780,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.84 -87.700278
UNO - GAGE SOCCER ACADEMY,3434 W 51ST ST,CHICAGO,IL,60632,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:161461",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39431,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005835132,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.800723 -87.709493
O'HARE AIR RESERVE FACILITIES,MANNHEIM RD,CHICAGO,IL,60666,COOK,ILD049484181,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500347,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::81576,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009282980,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.99 -87.895
MCC CONSTRUCTION,2100 SOUTH KOSTNER,CHICAGO,IL,60623,COOK,IL0000998302,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507598,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009327237,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.852222 -87.734167
POLK STREET DRUMS,4547 POLK ST,CHICAGO,IL,60624,COOK,ILN000508200,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508200,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110018076892,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.870278 -87.739167
9705 S. COTTAGE GROVE,122 LA SALLE ST N,CHICAGO,IL,60602,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13886",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531398,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.88383 -87.63245
GATEWAY PARK INDUSTRIAL COMPLEX,76TH & ALBANY,CHICAGO,IL,60602,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13890",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531496,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.884151 -87.632393
434-480 NORTH KILBOURN AVENUE,434-480 NORTH KILBOURN AVENUE,CHICAGO,IL,60624,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13875",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039544525,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.88898 -87.7382
LOEWENTHAL METALS CORP.,947 W. CULLERTON ST,CHICAGO,IL,60608,COOK,ILP000510081,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510081,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110046353227,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.855052 -87.650012
ELLIS METAL COMPANY,2031 WEST CHURCHILL,CHICAGO,IL,60647,COOK,ILN000510836,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510836,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054144831,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.914 -87.6789
WHITNEY YOUNG LIBRARY EXPANSION,415-423 EAST 79TH ST.,CHICAGO,IL,60619,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:161561",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39435,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055264645,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.751112 -87.614264
PULLMAN CAR MANUFACTURING COMPANY,748 E 111TH ST,CHICAGO,IL,60628,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:182221",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056370038,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.69282 -87.60512
3350 S. KEDZIE,122 LA SALLE ST N,CHICAGO,IL,60602,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13891",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060983039,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.88383 -87.63245
US SCRAP,123RD & COTTAGE GROVE,CHICAGO,IL,60628,COOK,ILD980679484,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500726,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071102046,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.693333 -87.623333
ECONOMY PLATING INC. (CHICAGO),2348-52 North Elston Avenue,CHICAGO,IL,60614,Cook,,,,,,http://www.epaosc.org/economyplatinginc,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.92425 -87.67653
DES PLAINES STREET VIADUCT SITE,Kinzie Street and Desplaines Street,CHICAGO,IL,60610,Cook,,,,,,http://www.epaosc.org/DesPlaines,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.8886 -87.6442
WEST ROSEDALE AVENUE MERCURY SPILL,West Rosedale Avenue,CHICAGO,IL,60660,Cook,,,,,,http://www.epaosc.org/WestRosedaleAvenueMercurySpill,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.99 -87.67
PRIDE INDUSTRIES,925 S CALIFORNIA AVE,CHICAGO,IL,60612,COOK,ILD077026656,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506412,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005839815,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.869444 -87.696667
PEOPLES GAS SOUTH STATION FORMER MGP,NW CORNER OF ELEANOR AND LOOMIS ST.,CHICAGO,IL,60608,COOK,ILN000510191,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510191,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::81604,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110030434322,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.844197 -87.6621
411 N KEDZIE,411 N KEDZIE,CHICAGO,IL,60624,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:160823",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39419,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055264592,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.88867 -87.70635
BUBBLY CREEK MYSTERY OIL SPILL,"Chicago River, Mile Marker 321",CHICAGO,IL,60608,Cook,,,,,,http://www.epaosc.org/BubblyCreekMysteryOilSpill,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.843619 -87.663208
QUALITY PLATING,323 NORTH KILPATRICK AVE.,CHICAGO,IL,60644,COOK,ILD005474572,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507562,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001319396,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.886389 -87.743056
MOSCHIANO PLATING COMPANY,2808 W. LAKE ST.,CHICAGO,IL,60612,COOK,ILD062471081,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507732,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001343449,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.883889 -87.698056
ONDEO NALCO COMPANY,6216 WEST 66TH PLACE,CHICAGO,IL,60638,COOK,ILD005092572,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500153,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000888585,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.771667 -87.777778
WATCO TRANSLOADING LLC,2926 E 126TH ST,CHICAGO,IL,60633,COOK,ILN000508656,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508656,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001684044,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH: 
MT GREENWOOD,3547 W 111TH ST,CHICAGO,IL,60655,COOK,ILN000508568,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508568,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001820940,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH: 
ALDENS INCORPORATED CHIPS,5000 WEST ROOSEVELT ROAD,CHICAGO,IL,60644,COOK,ILD980905277,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500931,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009283382,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.867778 -87.754167
N. LEROY AVE. MERCURY SITE,6420 N. LEROY AVE,CHICAGO,IL,60646,COOK,ILN000508116,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508116,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009284032,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.997778 -87.754444
RELIABLE PLATING CORPORATION FIRE,1514 WEST LAKE STREET,CHICAGO,IL,60607,COOK,ILN000510170,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510170,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110027984858,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.88536 -87.66482
SOUTH GREEN PLATING SHOP,12130 S GREEN ST,CHICAGO,IL,60643,COOK,ILN000509237,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509237,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110022437344,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.673936 -87.643017
PEOPLES GAS THROOP STREET FORMER MGP,2625 LOOMIS AVENUE,CHICAGO,IL,60608,COOK,ILN000510194,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510194,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::81605,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110030434359,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.846839 -87.657603
DES PLAINES STREET VIADUCT SITE,370 NORTH DES PLAINES STREET,CHICAGO,IL,60661,COOK,ILN000510231,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510231,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110031457849,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.8888 -87.64416
OZINGA BROS,11701 TORRENCE AVE,CHICAGO,IL,60617,COOK,ILN000511856,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0511856,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110037159758,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH: 
SALVATION ARMY RED SHIELD,69TH & MORGAN,CHICAGO,IL,60621,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13893",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531557,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.76876 -87.64933
ALL CITY ENVIRONMENTAL SERVICES,5001 W 40TH ST,CHICAGO,IL,60632,COOK,ILN000510397,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510397,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039512382,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.819751 -87.745142
ROSELAND COMMUNITY,"110TH PLACE AND MICHIGAN, EAST SIDE OF STATE ST.",CHICAGO,IL,60628,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13876",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039544589,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.69433 -87.62077
KIMBALL AVENUE PARK,1807-15 NORTH KIMBALL AVENUE,CHICAGO,IL,60602,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:160822",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39418,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055264217,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.914034 -87.711776
1805 N KIMBALL,1805 N KIMBALL,CHICAGO,IL,60612,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:160821",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39417,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055264583,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.91389 -87.71177
DUTCH BOY,WEST PULLMAN 12042 SOUTH PEORIA STREET,CHICAGO,IL,60643,COOK,ILD980265797,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500529,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064307824,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.691667 -87.661667
SH BELL CO,10218 S AVE O,CHICAGO,IL,60617,COOK ,ILN000507938,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507938,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064143804,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.710196 -87.539664
MICHAEL REESE/CARNOTITE REDUCTION,2929 S. ELLIS AVENUE,CHICAGO,IL,60616,COOK,ILN000510371,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510371,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067350397,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.841628 -87.613301
CONTINENTAL CHEMISTE,2250 S. OGDEN AVE,CHICAGO,IL,60612,COOK COUNTY,ILD984863951,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506955,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067351715,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.866944 -87.6825
PULLMAN NATIONAL MONUMENT,11141 SOUTH COTTAGE GROVE AVENUE,CHICAGO,IL,60628,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:234856",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070556165,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.69131 -87.61019
ALLIED CORPORATION,12260 SOUTH CARONDOLET AVENUE,CHICAGO,IL,60633,COOK,ILD001833714,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500112,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071101673,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.673889 -87.55
CRAWFORD POWER PLANT DEMOLITION,3501 S. Pulaski Rd,CHICAGO,IL,60623,Cook,,,,,,http://www.epaosc.org/CrawfordPlantDemo,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.829753 -87.721804
NATIONAL LACQUER AND PAINT,7411 S. Green,CHICAGO,IL,60621,Cook,,,,,,http://www.epaosc.org/NationalPaintandLacquer,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.7586 -87.6453
MOBILE EMERGENCY RESPONSE SYSTEM EVOLUTION,77 w. Jackson Blvd.,CHICAGO,IL,60604,Cook,,,,,,http://www.epaosc.org/merse,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.87812 -87.630192
CRESCENT PLATING WORKS INC,3650 WEST ARMITAGE AVENUE,CHICAGO,IL,60647,COOK,ILN000509076,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509076,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000435672,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.917154 -87.718628
WEST 48TH AND OAKLEY,WEST 48TH AND OAKLEY,CHICAGO,IL,60609,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:10604",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::34141,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110015331504,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.80662 -87.68192
NARCHEM INDUSTRIAL FIRE ER,3800 W. 38TH ST,CHICAGO,IL,60632,COOK,ILN000506108,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506108,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067351261,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.823487 -87.719723
KILBOURN AVE PROPERTIES,1403 - 1409 AND 1415 - 1417 SOUTH KILBOURN AVE,CHICAGO,IL,60623,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:233043",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::41242,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070069175,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.861801 -87.736908
